11,スポーツプログラムＡ(Sports Program A),卓球,石渡　貴之(ISHIWATA TAKAYUKI),春学期(Spring Semester),１単位(1 Credit),CMP1210,日本語(Japanese),・定員30名,卓球を通して楽しく身体を動かすことで，運動の利点を体験的に理解して，継続的な運動生活へと発展させる事を目標とする．,卓球はラケットの操作が容易なことなどから，若年から高齢，また，レクリエーショナルからプロフェッショナルまで，様々なレベルに応じて楽しめるスポーツである．本授業では，シングルス，ダブルス，団体戦などのゲームを中心に，卓球を通じてスポーツに親しむことを第一の目的とする．また，レベルを上げながら卓球の面白さを体験するため，サーブやスマッシュなど様々な打法の基本や攻防の技術を習得することを狙う．,授業時間外学習の指示は，履修登録完了後にBlackbord上で履修者に対して行う．各自が確認して予習・復習すること．¥n当該年度の定期健康診断を必ず受診すること.受診していないと，履修取消となる場合がある.,単位修得のためには２／３以上の出席が必要となる。,特に指定なし．必要に応じて資料を配付する．,特に指定なし．必要に応じて資料を配付する．,"",""
12,スポーツプログラムＦ(Sports Program F),卓球,石渡　貴之(ISHIWATA TAKAYUKI),秋学期(Fall Semester),１単位(1 Credit),CMP1210,日本語(Japanese),・定員30名,卓球を通して楽しく身体を動かすことで，運動の利点を体験的に理解して，継続的な運動生活へと発展させる事を目標とする．,卓球はラケットの操作が容易なことなどから，若年から高齢，また，レクリエーショナルからプロフェッショナルまで，様々なレベルに応じて楽しめるスポーツである．本授業では，シングルス，ダブルス，団体戦などのゲームを中心に，卓球を通じてスポーツに親しむことを第一の目的とする．また，レベルを上げながら卓球の面白さを体験するため，サーブやスマッシュなど様々な打法の基本や攻防の技術を習得することを狙う．,授業時間外学習の指示は，履修登録完了後にBlackbord上で履修者に対して行う．各自が確認して予習・復習すること．¥n当該年度の定期健康診断を必ず受診すること.受診していないと，履修取消となる場合がある.,単位修得のためには２／３以上の出席が必要となる。,特に指定なし．必要に応じて資料を配付する．,特に指定なし．必要に応じて資料を配付する．,"",""
13,都市と自然(Urban ecology),都市の作り手の立場から都市と自然の関係を考える,山口　知成(YAMAGUCHI TOMONARI),春学期(Spring Semester),２単位(2 Credits),CMP2500,日本語(Japanese),"",都市と自然の関係を土地利用と都市景観の視点から考える。¥n都市における土地利用の形成過程について理解し、都市景観の見方を身につけることで、都市における自然のありようについて考える。,人が都市に求める機能は土地利用となって現れ、その集積が都市である。¥n都市を外的環境として客観視するだけでなく、人の主体的な建設行為の集積としての側面と、その建設過程における自然の捉えられ方を知る。¥n建設プロジェクトの実例の紹介と実習を通じて、履修者が都市と自然の関係を理解するための新たな視点を得ることを目指す。,実習は、授業中に出題され、次回の授業までに提出する形となる。¥n実習にはFacebookを利用する。アカウントをつくって、使えるようにしておくこと。これは履修する上で必須なので、授業開始までに操作に慣れておく必要がある。¥nまた、履修者は実習時にFacebookの閲覧、投稿が可能な端末を各自持参すること。,最終レポートは、最終授業時間内に出題・作成するため、事前、事後の提出は原則として認めない。,なし,"","",""
14,身近な物質の化学(Chemistry of Familiar Materials),サイズの概念に基づく物質の性質の統一的理解,枝元　一之(EDAMOTO KAZUYUKI),春学期(Spring Semester),２単位(2 Credits),CMP2500,日本語(Japanese),・2016年度以降1年次入学者対象科目,「なぜリンゴは赤いのか」から「なぜ二酸化炭素は温室効果ガスなのか」まで、身の回りにおける様々な物質の示す性質の起源について、「サイズ」という概念による統一的理解を得ることを目指す。,前半は、「サイズ」の概念について、様々な例をもとに解説する。それに基いて、物質の基本構成要素である原子・分子とはどのようなものであるのかを学ぶ。後半は、身の回りの物質の示す性質（適量なら酒が無毒であるのはなぜか、石けんでなぜ汚れが落ちるか、温室効果ガスとは何か、など）が、「サイズ」の概念により統一的に説明できることを紹介する。,教科書を用いた予習を行うこと。,"","","","",""
15,立教大学の歴史(History of Rikkyo University),日本近現代史のなかの立教大学,舟橋　正真(FUNABASHI SEISHIN),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目 ： 学びの精神科目・2012～2015年度1年次入学者対象科目 ： 立教A科目,１８７４年の創立以降、立教はどのような歩みを経て、現在に至っているのか。立教大学の構成員として本学の歴史・沿革・特色を学ぶことにより、「立教大学とは何か」を考える一助とする。,この授業では、創立から現在までの立教大学の通史を日本近現代史のなかに位置づけながら紹介していく。内容は、『立教大学の歴史』（立教学院史資料センター編）に準拠し、最新の研究成果も踏まえた形で、その歴史的展開を明らかにしていく。なお、授業計画は若干変更することもある。,授業時に必要に応じて指示する。,"",テキストは指定せず、授業時にプリントを配布する。,立教学院史資料センター編『立教大学の歴史』（立教大学、２００７年、立教大学学術リポジトリhttp://doi.org/10.14992/00009026公開）。,"",""
16,愛について：キリスト教の倫理と哲学　　　　　　　　　　　新座(Eros and Agape: Ethics and Philosophy of Christianity),「聖書」から学び、「今」を生きる,宮崎　光(MIYAZAKI HIKARI),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目,人間にとって愛とは何であるのか、キリスト教の倫理と哲学とともに考察する。,キリスト教がその本質として説く「愛」を、『聖書』に基づいて、講師と受講者相互の対話関係の中で、体験的に学ぶ。教室での講義とグループ・ディスカッション、またチャペル（礼拝堂）という空間で過ごす体験を織り交ぜながら、立教大学で学ぶことの可能性を提供する。,新座キャンパスのシンボルでもあるチャペルで行われる祈りの時間（チャペルアワーなど）にも、積極的に参加すると、クラスでの学びに、より親しみが増すであろう。,"","","","",""
17,アジア地域での平和構築(Peace Building in Asia),日本の戦争と植民地支配,高　成鳳(KOU SONBON),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目,歴史を動かす要因と歴史が持つ今日的意味について考えながら、歴史を複眼的に考察することで、現在の日本と世界との関係を理解するための広い視座を養うことを目指す。,歴史を知り、その今日的意味について考えることは、国家間民族間の対立を乗り越え平和構築へと踏み出すための第一歩だと考えます。近代化と国民国家形成で他のアジア諸国に先んじた日本は、周辺アジア諸地域とどのような関係を築いてきたのか。この授業では、近代以降の日本の戦争と植民地の歴史を軸に、歴史を動かす要因とその今日的意味について考えながら、日本の近代史を読み解いていきます。,各回の授業終了時に次回授業で取り上げるテーマとそのポイントについて説明します。 受講者はこれらについて自身の理解と疑問点を簡単に整理の上、授業に臨んでください。,"",特に指定せず。授業内で資料，プリントを配布。,授業内で適宜紹介。,秋学期開講科目「アジア地域での平和構築　戦後冷戦と日本の東北アジア外交」も参照してください。,""
18,アジア地域での平和構築(Peace Building in Asia),戦後冷戦と日本の東北アジア外交,高　成鳳(KOU SONBON),秋学期(Fall Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目,歴史を動かす要因と歴史が持つ今日的意味について考えながら、歴史を複眼的に考察することで、現在の日本と世界との関係を理解するための広い視座を養うことを目指す。,歴史を知り、その今日的意味について考えることは、国家間民族間の対立を乗り越え平和構築へと踏み出すための第一歩だと考えます。20世紀後半における東西冷戦は、世界的には危機の常態化の一方で戦後日本の繁栄の基盤でもあった。この授業では、冷戦体制と戦後日本のアジア外交の推移を外交を動かす世論や経済的動機等も交えて検証し、歴史を動かす要因とその今日的意味について考えながら、日本の現代史を読み解いていきます。,各回の授業終了時に次回授業で取り上げるテーマとそのポイントについて説明します。 受講者はこれらについて自身の理解と疑問点を簡単に整理の上、授業に臨んでください。,"",特に指定せず。授業内で資料，プリントを配布。,授業内で適宜紹介。,春学期開講科目「アジア地域での平和構築　日本の戦争と植民地支配」も参照してください。,""
19,イタリアの文化とことば　　　　　　　　　　　　　　　　　新座(Culture and Language in Italy),イタリア・ルネサンス文化を学ぶ,深田　麻里亜(FUKADA MARIA),秋学期(Fall Semester),２単位(2 Credits),CMP2100,日本語(Japanese),"",14～16世紀に著されたイタリア語文献内の単語やフレーズを手がかりに、イタリア語、ルネサンス文化に関する知識を深める。また、過去の文章に着想を得て制作された美術作品の代表作をとりあげ、ことばとイメージの関係について考察する。,講義の前半では、イタリアの歴史の概要を確認しつつ、14～16世紀のイタリア語の文章（テクスト）を取り上げる。文法や単語の意味を確認した上で、歴史的・文化的背景を学び、内容および時代精神について理解を深める。講義の後半では、ことばと視覚芸術が結びついた例として、古代のテクストを参照に制作されたルネサンス時代の美術作品、およびキリスト教美術をとりあげる。,イタリア語初級文法や単語について確認し、参考文献の著作を読んでおくこと。,"",授業中に配布。,"","",""
20,音楽の生まれる場(Raum des Musizierens': Aspects of Musical Culture in 19th Century Germany),19世紀ドイツにおける音楽文化の諸相,星野　宏美(HOSHINO HIROMI),秋学期(Fall Semester),２単位(2 Credits),CMP2310,日本語(Japanese),・2016年度以降1年次入学者対象科目,19世紀ドイツ市民社会における音楽文化の諸相を、作品のみならず、音楽実践にも着目して、多角的に考察する。複数の教員とゲスト・スピーカー、学生間の議論を通し、音楽が対話を促し、コミュニケーションを深めることを学ぶ。,2人の教員が毎回の授業に参加し、メンデルスゾーン姉弟を軸に講義する。西洋音楽史上では、弟フェーリクスが有名だが、姉ファニーもまた優れた音楽家だった。姉弟の音楽が当時いかに作曲され、演奏され、受けとめられたかを具体的に明らかにする。学期中、数回の授業にゲスト・スピーカーとして演奏家を招き、生演奏を交えるとともに、実践的な音楽家の立場から発言をいただく。学期終盤の授業では、複数の演奏家を招き、本格的なコンサートを催して、「音楽の生まれる場」を皆で体験する。,図書館所蔵の音楽事典類、AVコーナーの資料等を活用されたい。授業中に随時、具体的な活用法を紹介する。,単位修得には2/3以上の出席が必要。,特になし,その他、随時紹介する,時間厳守。私語厳禁。質問や指摘、討論はもちろん歓迎する。,""
21,現代社会と人間(Contemporary Society and Humanity),「子ども」とは何か・「子ども」をどう見るか,元森　絵里子(MOTOMORI ERIKO),秋学期(Fall Semester),２単位(2 Credits),CMP2100,日本語(Japanese),"",子どもという一見誰でも安易に語れそうな対象について、通念に囚われずに考えられるようにする。,子どもという対象は一見自明のものに見える。矛盾を大いに伴いながら語られる、「可愛い」「しつけの対象」「社会の宝」「今時の子どもは…」などの私たちの子ども観は、自明のものなのだろうか。社会学と歴史学の視点から、子どもを考える視角を考えたい。,通常から世の中の子どもに関する議論や実際の子どもたちについて、アンテナを張っておくこと。¥nその他、授業時間外の学習に関する指示は、必要に応じて別途指示する。,授業内のリアクションペーパーの内容を、筆記試験結果に加点／減点という形で加味する,授業時にレジュメを配布する（併せて以下の参考文献を参照しておくことが望ましい）,"",講義形式であり、最終評価は試験で行うが、リアクションペーパーを通した受講生の積極的な参加を期待する。,""
22,国際社会の中の宗教(Religions in Global Society),グローバリゼーションと宗教,藁科　智恵(WARASHINA CHIE),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目,宗教現象、またそれに関わる歴史的、現代的諸問題を、批判的に分析、思考するための基礎を身につけることにより、我々を取り巻く世界を理解することを目的とする。,この授業では、「グローバル化する国際社会における宗教」という主題を考える上で必要な基本的な事柄を学んでいく。まず、グローバリゼーションとは何か、宗教とは何かという根本的な問いを考えることから始める。そして、政教分離という要件を含んだ近代になって現れる宗教教育という現象に焦点を当て、この問題の歴史的変遷、地域的バリエーション等を検討していく。このような知識を踏まえた上で、ドイツ、日本における状況を事例として、受講者とともに考えていく。,授業時間外の予習、復習については、授業において指示する。,毎回コメントシートを提出してもらう。,なし,"",参考文献は、授業において指示する。,""
23,情報科学Ａ(Information Science A),マルチメディア基礎講義,古賀　ひろみ(KOGA HIROMI),春学期(Spring Semester),２単位(2 Credits),CMP2500,日本語(Japanese),・2006年度以降1年次入学者対象科目,マルチメディア，即ち多様な形態が一元化されたデータとそれを利用するコンピュータの基本的な構成，記録媒体，OS等に関する理解を深めることで，マルチメディアのための素材を活用するのに必要な基礎知識を得ることを目標とする。,デジタルデータにおける数値，文字，画像，音声，動画などの表現方法とその利点や理論的背景を通して，用途・目的に応じたデータの特性について学ぶ。また， ハードウェアを構成する機器の役割やプログラム，OSの機能についても学習することでデータ処理の概要についても学ぶ。,事前に資料を配布するので内容を確認し、疑問点を整理しておくこと。,"",授業時に資料を配布する。,特に指定しない。,"",""
24,情報科学Ｂ(Information Science B),情報科学と社会の関わり,佐藤　尚(SATOU HISASHI),春学期(Spring Semester),２単位(2 Credits),CMP2500,日本語(Japanese),・2006年度以降1年次入学者対象科目,社会・組織で利用される情報科学的な考え方や情報システムの基礎的な事項を理解できるようになる。¥nコンピュータをはじめとする情報機器の利用が人間の社会や組織に与える影響への理解を深める。¥nマルチメディアシステムの使われ方・影響などを説明できるようになる。,情報活動が主に人間や社会にかかわる側面について学ぶものであり，コミュニケーションの基礎知識からネットワークなどのマルチメディアシステムの実際の使われ方・影響などについて学ぶ。,参考文献や課題などはBlackboard上で知らせる。,"",特定のテキストは使用しない。,授業内において，随時紹介する。,"",""
25,情報科学Ｂ(Information Science B),マルチメディア応用講義,古賀　ひろみ(KOGA HIROMI),秋学期(Fall Semester),２単位(2 Credits),CMP2500,日本語(Japanese),・2006年度以降1年次入学者対象科目,インターネットの構成と各階層の特徴を通して，社会における情報技術と利用のための基本的知識と態度を身につけ，ネットワークを利用したマルチメディアの応用について考えることを目標とする。,マルチメディアの発展はネットワーク技術と強く結びついており，またマルチメディアコンテンツはネットワークを通じて利用され，個人や社会の支援に役立てられる一方で問題点も取りざたされている。¥nインターネットの規格，また現状提供されているサービスを実現する仕組みについて学ぶことでその仕組みが内包する利点と問題点について学習し，情報環境との関わり方について考える。,事前に資料を配布するので内容を確認し、疑問点を整理しておくこと。,"",授業時にプリント類を配布する。,授業内において，適宜紹介する。,"",""
26,情報と倫理(Information Ethics),ネット時代のソーシャル・リテラシー,高橋　慈子(TAKAHASHI SHIGEKO),春学期(Spring Semester),２単位(2 Credits),CMP2200,日本語(Japanese),・2006年度以降1年次入学者対象科目,コンピュータやインターネットの活用が不可欠な情報通信時代における，社会的なルールやモラル，情報，科学技術に関連する倫理について理解・考察し，実践する知見を持つことを目指す。,組織や社会，コミュニケーションが大きく変化している情報化社会において，どのような倫理的な問題点，課題があるのかを知る。多様な価値観を理解した上で自律的に行動し，正しい倫理観を持つために，必要な情報や知識を身につけ，実践するための具体的な方法などを小グループでディスカッションしたり，考察したものをアウトプットしたりする。¥n情報倫理に関わる，時事的な話題についても解説する。,Blackboardの事前に登録される講義資料に目を通し、教科書の該当ページを読んでおくこと。,"","",授業時に適宜紹介する。,各回に対応する教科書の章を，読んでおくこと。また，事前に講義資料を配付する。ダウンロードし，目を通しておく。プリントしておき，ノートとして活用することをすすめる。¥n新聞，ニュースの情報を読むときに，授業で扱った観点から考えてみることで，理解が深まる。,""
27,人権思想の根源(Root of Human Rights),人権をめぐる諸問題ーー身体から政治までーー,嶽本　新奈(TAKEMOTO NIINA),秋学期(Fall Semester),２単位(2 Credits),CMP2100,日本語(Japanese),・2016年度以降1年次入学者対象科目,人権思想についての歴史と知識を学び、現代社会における多様な不平等と差別の諸問題について自ら考える力を養う。,「人権」は普遍的な概念とされるが、主に白人男性たちによって創案された成立当初は「女性の人権」が除外されていたことはとても有名である。本講義では、まず「人権」の歴史的経緯を把握したうえで、現代社会における具体的な諸問題を取り上げ、各問題と人権思想がどのように交差し、人権思想がいかなる展開をしてきたかを概観する。また本講義を通して、日常生活では見えにくい（とされる）社会的不平等や差別の問題について鋭敏な感覚と想像力を培う。,必要に応じて授業時に準備学習について提示する。毎回、リアクションペーパーの提出を課す。,欠席回数が3回を超えたものについては履修放棄とみなす｡ 遅刻は2回で1回の欠席としてカウントする｡,授業時にプリントを配布する。また、適宜、参考文献を紹介する。,"","",""
28,数学の世界(World of Mathematics),確率と統計,大下　範幸(OOSHIMO NORIYUKI),秋学期(Fall Semester),２単位(2 Credits),CMP2500,日本語(Japanese),"",確率と統計の基本的な考え方を理解し、活用のための基礎知識を習得する。,確率や統計は、日常接することもある概念で、実際の社会生活に応用されることも少なくない。一方、あいまいな理解のまま、誤って使用されている場合もある。この授業では、正しい考え方および初歩的な適用方法を講義する。高等学校における教育程度の数学に関して、基礎的な知識を持っていることを前提とする。講義形式で行うが、履修者の理解を助けるため演習も交える。,各回の講義内容は相互に関連しているので、初回からの内容を着実に理解していくことが重要である。,"",使用しない。,小針晛宏『確率統計入門』（岩波書店）,"",""
29,スペイン語圏の文学　　　　　　　　　　　　　　　　　　　新座(Literature in the Spanish-speakingsphere),映画と学ぶスペイン語圏文学,久野　量一(KUNO RYOICHI),秋学期(Fall Semester),２単位(2 Credits),CMP2300,日本語(Japanese),"",スペイン語圏文学について、地域的・歴史的・文化的・様式的特徴を学び、説明できるようになること。,各回、映画化されたスペイン語圏文学作品を取り上げ、映画と比較しながら作家の執筆背景、地域的・歴史的背景などを学ぶ。,授業で取り上げる作品は全て日本語で入手可能なので、授業の前後に目を通しておくこと。,"",なし,"","",""
30,スペイン語圏の文学(Literature in the Spanish-speakingsphere),映画と学ぶスペイン語圏文学,久野　量一(KUNO RYOICHI),春学期(Spring Semester),２単位(2 Credits),CMP2300,日本語(Japanese),"",スペイン語圏文学について、地域的・歴史的・文化的・様式的特徴を学び、説明できるようになること。,各回、映画化されたスペイン語圏文学作品を取り上げ、映画と比較しながら作家の執筆背景、地域的・歴史的背景などを学ぶ。,授業で取り上げる作品は全て日本語で入手可能なので、授業の前後に目を通しておくこと。,"",なし,"","",""
31,スポーツスタディ２　　　　　　　　　　　　　　　　　　　新座(Sports Study 2),セルフケア・エクササイズ,大石　友子(OOISHI TOMOKO),春学期(Spring Semester),２単位(2 Credits),CMP1220,日本語(Japanese),・定員40名・月曜2時限,「自分自身とも環境とも調和して生きる」，この現代社会の命題に，ヨガを手掛かりにアプローチする。ヨガの理論を概観した上で，運動と呼吸法の基礎を学び，各自が自己の心身の状態に気付き，理解し，整え，鍛えるための継続可能なボディワークとして習得する。,講義では，ヨガの基礎知識と基本原理の概説を行う。実習では，１）６領域の基本的アーサナ（運動）とそのバリエーション，２）基本的なプラナヤーマ（呼吸法）の解説を行い，実践する。セッションは十数種のアーサナを組合せた流れで行うが，毎回一つの主要テーマにスポットを当てて取り組む。,履修登録完了後に，必要に応じてBlackboard上で指示する。,単位修得のためには２／３以上の出席が必要となる。,授業時に資料を配布する。,必要に応じて授業中に紹介する。,当該年度の定期健康診断を必ず受診すること。授業初回に健康診断の受診の有無を確認する。¥nヨガは体幹を鍛え，筋力ＵＰに大きな効果があり，運動量も多い。性別によらず楽しめる有意義な運動である。男女問わず受講してもらいたい。,""
