13,1,都市と自然と建設プロジェクト　ガイダンス
13,2,機能1　公園緑地1／都市の中の自然（小規模都市公園整備）
13,3,実習1　都市における公園の役割
13,4,機能2　公園緑地2／郊外と自然（大規模都市公園整備）
13,5,実習2　公園を整備する立地の選択
13,6,機能3　住宅地／都市の開発（大規模住宅地開発）
13,7,実習3　敷地内の施設配置
13,8,機能4　複合的土地利用／都市の更新（市街地再開発事業）
13,9,実習4　キャンパスの自然要素と景観要素の抽出
13,10,機能5　景観問題と解決策／官民協力の形（街なみ環境整備事業）
13,11,実習5　キャンパス景観改善計画その1
13,12,実習5　キャンパス景観改善計画その2
13,13,総括　都市と自然の望ましい関係とは
13,14,最終レポート作成（授業時間中に実施）
14,1,絶対的なサイズ
14,2,粒子と波動
14,3,光とは－波なのか粒子なのか
14,4,電子とは－粒子なのか波なのか
14,5,水素原子とその歴史
14,6,サイズの概念に基づく水素原子の理解
14,7,一般の原子
14,8,分子とは何か－何が原子同士を結びつけるのか
14,9,分子とは何か－分子の形はどう決まるのか
14,10,ビールと石けん
14,11,脂肪とコレステロール
14,12,温室効果ガス
14,13,芳香族分子（ベンゼンとナフタレン）
14,14,電気を通すものと通さないもの
15,1,オリエンテーション
15,2,聖公会の日本伝道と創立者ウィリアムズ
15,3,立教学校の誕生
15,4,文部省訓令第１２号と立教学院の成立
15,5,高等教育制度の整備と立教大学の誕生
15,6,関東大震災と財団法人立教学院
15,7,立教大学の拡張と戦争の影
15,8,日米開戦とキリスト教教育の危機
15,9,戦局の悪化と大学存続の危機
15,10,敗戦から学園の再建へ
15,11,新学制への移行① 新制各校の発足と展開
15,12,新学制への移行② 新制立教大学の発足
15,13,高度経済成長期の立教大学
15,14,「立大紛争」とその後の諸改革
16,1,プロローグ：「愛」は学ぶものなのか
16,2,トピック１：「愛」は痛いものか？嬉しいものか？
16,3,ディスカッション：「愛は決して滅びない？
16,4,まとめ１：C.S.ルイス『四つの愛』を手がかりに¥n
16,5,チャペルでの授業：「愛」を歌う
16,6,トピック２：聖書の物語（たとえ話）から
16,7,ディスカッション：あなたは誰か？
16,8,チャペルでの授業：自分の来し方を思い返して
16,9,まとめ２：慰めと養いの言葉
16,10,トピック３：聖書の物語（キリストの出来事）から
16,11,ディスカッション：「愛」の反対語は？
16,12,チャペルでの授業：「愛」と「祈る」ということ
16,13,まとめ３：「愛」を生きること
16,14,講義の結びと拓き
17,1,はじめに　歴史を複眼的に見る
17,2,近代の世界と「帝国」
17,3,日清戦争と台湾
17,4,日露戦争と朝鮮
17,5,日中戦争と「満洲」
17,6,近代日本と沖縄
17,7,内地の外地人と外地の内地人
17,8,近代日本の自画像、「観光」の眼差し
17,9,日本とアジア、共有する近代
17,10,植民地支配と「近代化」
17,11,日本版ファシズムと総力戦体制
17,12,アジア太平洋戦争と植民地
17,13,戦争、植民地　記憶の継承
17,14,むすびにかえて　戦争と植民地史再考
18,1,はじめに　歴史を複眼的に見る
18,2,敗戦　戦後日本の始動
18,3,講和と東西冷戦
18,4,冷戦と分断　台湾海峡
18,5,冷戦と分断　朝鮮半島
18,6,日韓条約締結まで
18,7,日中国交回復と台湾
18,8,高度経済成長の光と影
18,9,アジア諸国の民主化と日本
18,10,戦後日本と沖縄
18,11,冷戦と在日米軍基地
18,12,脱冷戦・グローバル化再考
18,13,戦争責任、歴史認識問題と戦後日本
18,14,むすびにかえて　日本と東北アジア、世界のこれから
19,1,授業ガイダンス
19,2,イタリア半島の歴史
19,3,ダンテ（１）
19,4,ダンテ（２）
19,5,ボッカッチョ
19,6,アルベルティ（１）
19,7,アルベルティ（２）
19,8,ヴァザーリ（１）
19,9,ヴァザーリ（２）
19,10,ローマの美術作品とテクスト（１）
19,11,ローマの美術作品とテクスト（２）
19,12,キリスト教美術とテクスト（１）
19,13,キリスト教美術とテクスト（２）
19,14,総括、最終テスト
20,1,西洋音楽史におけるメンデルスゾーンの位置づけ
20,2,メンデルスゾーン一族
20,3,家庭で生まれた音楽――フェーリクスの場合
20,4,旅先で生まれた音楽――フェーリクスの場合
20,5,家庭で生まれた音楽、旅先で生まれた音楽――ファニーの場合
20,6,ファニーとフェーリクス――2人の連弾曲を比較して
20,7,言葉と音楽――フェーリクスの場合
20,8,言葉と音楽――ファニーの場合
20,9,フェーリクスの音楽実践の場――公開演奏会
20,10,ファニーの音楽実践の場――日曜音楽会
20,11,音楽の生まれる場――ベルリン音楽地図
20,12,コンサートにむけて――作品と演奏家紹介
20,13,コンサート――演奏家をお迎えして
20,14,総括
21,1,イントロダクション
21,2,私たちの子ども観
21,3,近代的子ども観――発達と社会化
21,4,「子ども」は普遍的か――社会史からの問い
21,5,「子ども」は一枚岩か――社会史からの問い（つづき）
21,6,「子ども／大人」は固定的か――子どもをどう考えるか
21,7,日本の「子ども」の近代1――規範と制度化
21,8,日本の「子ども」の近代2――規範と制度化（つづき）
21,9,日本の「子ども」の近代3――多様な子ども
21,10,日本の「子ども」の近代4――多様性の潜在化・不可視化
21,11,現代の子どもをどう見るか1――多様な子どもを捉える視角
21,12,現代の子どもをどう見るか2――「子どものため」とはいかなるものか
21,13,現代の子どもをどう見るか3――事例研究（進度により割愛可能性あり）
21,14,まとめ
22,1,オリエンテーション
22,2,グローバリゼーションとは何か
22,3,宗教とは何か1
22,4,宗教とは何か2
22,5,近代における宗教1
22,6,近代における宗教2
22,7,近代の「問題」としての宗教教育1
22,8,近代の「問題」としての宗教教育2
22,9,ドイツを事例として1
22,10,ドイツを事例として2
22,11,ドイツを事例として3
22,12,日本を事例として1
22,13,日本を事例として2
22,14,まとめ
23,1,マルチメディアとアナログデータ・デジタルデータ
23,2,情報の符号化と2進数利用の利点
23,3,ブール代数と論理演算回路
23,4,自己情報量と文字コード
23,5,音声の符号化
23,6,画像の標本化・量子化・符号化
23,7,動画の構造と提示方式
23,8,シャノンの情報エントロピーと可逆圧縮
23,9,情報の不可逆圧縮
23,10,ノイマン型コンピュータ-ハードウェアとOS
23,11,CPUと主記憶装置
23,12,プログラミング言語とスクリプト言語
23,13,補助記憶装置-磁気ディスク
23,14,補助記憶装置-フラッシュメモリと光ディスク
24,1,コンピュータの基礎
24,2,コンピュータの社会での利用
24,3,アルゴリズムとは
24,4,インターネットその1
24,5,インターネットその2
24,6,インターネットその3
24,7,情報科学的な発想と社会
24,8,人工知能と社会その1
24,9,人工知能と社会その2
24,10,人工知能と社会その3
24,11,プログラムを作るその1
24,12,プログラムを作るその2
24,13,マルチメディア技術と社会その1
24,14,マルチメディア技術と社会その2
25,1,インタラクティビティとコンピュータ・ネットワーク
25,2,インターネットの特徴と歴史
25,3,資源共有とネットワークプロトコル―TCP／IP
25,4,ネットワークインターフェース層―機器・信号・アドレス
25,5,ネットワークインターフェース層―フレームと集線器
25,6,インターネット層―パケットによる通信の特徴
25,7,インターネット層―アドレスの割り当て
25,8,インターネット層―ルータによる経路決定
25,9,エラー対応プロトコル
25,10,トランスポート層―TCPとUDP
25,11,トランスポート層―ポート番号の役割と利用
25,12,クライアント-サーバ型ネットワークとP2P
25,13,アプリケーション層のプロトコルとDNS
25,14,ネットワークの発展および社会的利用の利点と問題点
26,1,情報倫理とは
26,2,情報通信社会とインターネット，進化と変遷
26,3,ネット時代のコミュニケーション
26,4,メディアの変遷
26,5,メディア・リテラシー
26,6,情報技術とセキュリティ
26,7,インターネットと犯罪
26,8,個人情報とプライバシー
26,9,知的所有権とコンテンツ
26,10,企業と情報倫理
26,11,科学技術と倫理
26,12,デジタルデバイドとユニバーサルデザイン
26,13,ソーシャルネットワークサービスと情報モラル
26,14,情報通信社会とリテラシー・総括
27,1,イントロダクション：人権概念の歴史
27,2,日本における人権と女性の権利の展開（１）
27,3,日本における人権と女性の権利の展開（２）
27,4,リプロダクティブ・ヘルス/ライツと自己決定権（１）人工生殖・人工妊娠中絶の歴史と現状
27,5,リプロダクティブ・ヘルス/ライツと自己決定権（２）人工生殖・人工妊娠中絶の歴史と現状
27,6,しょうがいと人権（１）優生思想の歴史
27,7,しょうがいと人権（２）日本における「障害者運動」の歴史
27,8,社会的マイノリティと人権（１）セクシュアル・「マイノリティ」について
27,9,社会的マイノリティと人権（２）エスニック・「マイノリティ」について
27,10,国家と人権（１）軍事化と人権
27,11,国家と人権（２）戦争と性暴力
27,12,グローバリゼーションと人権（１）グローバリゼーションと開発
27,13,グローバリゼーションと人権（２）グローバリゼーションとナショナリズム
27,14,人権思想の可能性
28,1,集合の基礎
28,2,確率の考え方
28,3,期待値
28,4,条件付確率
28,5,確率分布の意味
28,6,二項分布
28,7,幾何分布
28,8,Poisson 分布
28,9,正規分布
28,10,その他の確率分布
28,11,統計の考え方
28,12,標本
28,13,推定
28,14,検定
29,1,オリエンテーション
29,2,モーターサイクル・ダイアリーズ
29,3,ドン・キホーテ
29,4,ウェストサイド・ストーリー
29,5,愛その他の悪霊について、コレラ時代の愛
29,6,日はまた昇る、老人と海
29,7,低開発の記憶
29,8,エル・スール
29,9,蝶の舌
29,10,欲望
29,11,イル・ポスティーノ
29,12,苺とチョコレート、夜になるまえに
29,13,蜘蛛女のキス
29,14,ダイイング・アニマル
30,1,オリエンテーション
30,2,モーターサイクル・ダイアリーズ
30,3,ドン・キホーテ
30,4,ウェストサイド・ストーリー
30,5,愛その他の悪霊について、コレラ時代の愛
30,6,日はまた昇る、老人と海
30,7,低開発の記憶
30,8,エル・スール
30,9,蝶の舌
30,10,欲望
30,11,イル・ポスティーノ
30,12,苺とチョコレート、夜になるまえに
30,13,蜘蛛女のキス
30,14,ダイイング・アニマル
31,1,ガイダンス、および「太陽礼拝」実習
31,2,立位とバランス／講義：ヨガの基礎知識（略史・思想・分類・現状）と基本原理「八支則」
31,3,立位とバランス／講義：立位とバランスのメカニクス
31,4,前屈
31,5,前屈／講義：前屈のメカニクス
31,6,捻転／講義：調気法（呼吸法）解説と紹介
31,7,捻転／講義：捻転のメカニクス
31,8,後屈
31,9,後屈／講義：後屈のメカニクス
31,10,逆転
31,11,アームバランス／講義：逆転とアームバランスのメカニクス
31,12,「太陽礼拝」のセルフプラクティス
31,13,呼吸へのフォーカス
31,14,まとめ，セルフプラクティスに向けて
32,1,オリエンテーション：プログラムデザイン
32,2,自重エクササイズ
32,3,"Back squat, Bench press（フォーム練習）, Arm curl, Front raise"
32,4,"Bench press (nRM) , Upright rowing, Lunge squat"
32,5,"Back squat, Bench press, Deadlift, Bent over rowing"
32,6,"Back squat, Bench press, Bent over, Overhead squat, Lateral raise"
32,7,"Back squat, Bench press, Forward lunge, Side lunge, Straight leg deadlift"
32,8,"Bench press, Front squat, Front press, Hammer curl"
32,9,"Back squat, Bench press, Pull over, Triceps extension, Wrist curl, Reverse wrist curl"
32,10,"Back squat, Bench press, Shoulder shrug, Fly, Back fly"
32,11,"Back squat, Bench press, One Hand Row, Concentration curl, Back press"
32,12,"Bench press (1RM),グループトレーニング"
32,13,グループトレーニング（基礎）
32,14,グループトレーニング（発展）
33,1,オリエンテーション：プログラムデザイン
33,2,自重エクササイズ
33,3,"Back squat, Bench press（フォーム練習）, Arm curl, Front raise"
33,4,"Bench press (nRM) , Upright rowing, Lunge squat"
33,5,"Back squat, Bench press, Deadlift, Bent over rowing"
33,6,"Back squat, Bench press, Bent over, Overhead squat, Lateral raise"
33,7,"Back squat, Bench press, Forward lunge, Side lunge, Straight leg deadlift"
33,8,"Bench press, Front squat, Front press, Hammer curl"
33,9,"Back squat, Bench press, Pull over, Triceps extension, Wrist curl, Reverse wrist curl"
33,10,"Back squat, Bench press, Shoulder shrug, Fly, Back fly"
33,11,"Back squat, Bench press, One Hand Row, Concentration curl, Back press"
33,12,"Bench press (1RM),グループトレーニング"
33,13,グループトレーニング（基礎）
33,14,グループトレーニング（発展）
34,1,ガイダンス
34,2,バドミントンのルール
34,3,試しのゲーム、チーム分け
34,4,クリア、スマッシュの打ち方
34,5,リーグ戦①（クリア、スマッシュの打ち方）
34,6,ドライブの打ち方
34,7,リーグ戦②（ドライブの打ち方）
34,8,ドロップ、ヘアピンの打ち方
34,9,リーグ戦③（ドロップ、ヘアピンの打ち方）
34,10,グループワーク（フットワーク）
34,11,リーグ戦④（フットワーク）
34,12,グループワーク（フォーメーション）
34,13,リーグ戦⑤（フォーメーション）
34,14,まとめ
35,1,ガイダンス
35,2,バドミントンのルール
35,3,試しのゲーム、チーム分け
35,4,クリア、スマッシュの打ち方
35,5,リーグ戦①（クリア、スマッシュの打ち方）
35,6,ドライブの打ち方
35,7,リーグ戦②（ドライブの打ち方）
35,8,ドロップ、ヘアピンの打ち方
35,9,リーグ戦③（ドロップ、ヘアピンの打ち方）
35,10,グループワーク（フットワーク）
35,11,リーグ戦④（フットワーク）
35,12,グループワーク（フォーメーション）
35,13,リーグ戦⑤（フォーメーション）
35,14,まとめ
36,1,ガイダンス
36,2,デカルト
36,3,ライプニッツ（１）
36,4,ライプニッツ（２）
36,5,ロック
36,6,バークリー
36,7,ヒューム
36,8,カント（１）
36,9,カント（２）
36,10,フィヒテ
36,11,シェリング
36,12,ヘーゲル（１）
36,13,ヘーゲル（２）
36,14,まとめ
37,1,憲法とは何か？
37,2,権力分立
37,3,国会１：議員
37,4,国会２：議院
37,5,国会３：国会の活動
37,6,内閣１：内閣の構成
37,7,内閣２：内閣の権能
37,8,裁判所と司法権
37,9,（まとめ・補遺）
37,10,（まとめ・補遺）
37,11,基本的人権１
37,12,基本的人権２
37,13,（まとめ・補遺）
37,14,（まとめ・補遺）
38,1,憲法とは何か？
38,2,権力分立
38,3,国会１：議員
38,4,国会２：議院
38,5,国会３：国会の活動
38,6,内閣１：内閣の構成
38,7,内閣２：内閣の権能
38,8,裁判所と司法権
38,9,（まとめ・補遺）
38,10,（まとめ・補遺）
38,11,基本的人権１
38,12,基本的人権２
38,13,（まとめ・補遺）
38,14,（まとめ・補遺）
39,1,日本の古典音楽を概観する（１）
39,2,日本の古典音楽を概観する（２）
39,3,雅楽の紹介と鑑賞
39,4,雅楽を描く文学作品の講読
39,5,声明の紹介と鑑賞
39,6,平家および琵琶楽の紹介と鑑賞
39,7,能の紹介と鑑賞
39,8,狂言の紹介と鑑賞
39,9,三味線音楽の紹介と鑑賞
39,10,歌舞伎の紹介と鑑賞
39,11,人形浄瑠璃の紹介と鑑賞
39,12,人形浄瑠璃と歌舞伎の比較
39,13,筝曲・尺八の紹介と鑑賞
39,14,まとめ～現代との接点を探る
40,1,日本の古典音楽を概観する（１）
40,2,日本の古典音楽を概観する（２）
40,3,雅楽の紹介と鑑賞
40,4,雅楽を描く文学作品の講読
40,5,声明の紹介と鑑賞
40,6,平家および琵琶楽の紹介と鑑賞
40,7,能の紹介と鑑賞
40,8,狂言の紹介と鑑賞
40,9,三味線音楽の紹介と鑑賞
40,10,歌舞伎の紹介と鑑賞
40,11,人形浄瑠璃の紹介と鑑賞
40,12,人形浄瑠璃と歌舞伎の比較
40,13,筝曲・尺八の紹介と鑑賞
40,14,まとめ～現代との接点を探る
41,1,オリエンテーション。パレスチナ問題は何故なかなか解決できないのか？それは何故重要か？
41,2,歴史（聖書時代から第一大戦まで）。
41,3,ヨーロッパにおけるシオニズム。ナショナリズムとは？民族国家における民主主義とは？
41,4,建国宣言及びナクバ。ユダヤ人国家とは？パレスチナ国家とは？
41,5,67年戦争と「二国家解決」。イスラエルによる入植。
41,6,入植が何故問題なのか？人権及び国際法、平和の視点。
41,7,第一インティファーダ、そしてオスロ合意。パレスチナ当局の実態。
41,8,ガザとハマスの興隆。
41,9,第二インティファーダ、不発に終わった和平交渉の20年。。
41,10,イスラエルによる戦争犯罪。国際人道法（戦争のルール）及び戦争犯罪の不処罰
41,11,帝国主義とは？資源の獲得をめぐる争い。
41,12,国連の無力。
41,13,アメリカ外交及び国内の動向。一大政治勢力としてのイスラエルロビー。
41,14,９１１後の世界の「イスラエル化」。市民運動と今後の展望。
42,1,西洋美術の流れ（ガイダンス）
42,2,原罪と楽園追放
42,3,イサクの犠牲
42,4,金の子牛の礼拝
42,5,バト・シェバの水浴
42,6,ユディトとホロフェルネス
42,7,立教大学図書館所蔵ファクシミリ（写本複製）鑑賞　※日程変更の可能性あり
42,8,受胎告知
42,9,エジプトへの逃避と嬰児虐殺
42,10,放蕩息子のたとえ
42,11,最後の晩餐
42,12,ユダの接吻、ピラトの審問
42,13,十字架降下とピエタ
42,14,まとめ
43,1,ガイダンスおよび古代ギリシア・ローマ美術：美術史学とはいかなる学問領域か
43,2,ロマネスク、ゴシック美術
43,3,ルネサンスⅠ：初期イタリア・ルネサンス
43,4,ルネサンスⅡ：盛期イタリア・ルネサンス
43,5,ルネサンスⅢ：北方ルネサンス
43,6,バロックⅠ：イタリア、オランダのバロック
43,7,バロックⅡ：スペインのバロック
43,8,ロココ、新古典主義
43,9,ロマン主義
43,10,レアリスム
43,11,印象派
43,12,ポスト印象派、新印象派
43,13,象徴主義、ナビ派、世紀末芸術
43,14,フォーヴィスム、キュビスム
44,1,ガイダンス・序論
44,2,古代文明と物質観
44,3,ギリシャ哲学と自然観
44,4,アリストテレスの自然体系と物質観
44,5,ギリシャ科学の行方
44,6,中世ヨーロッパの物質観とその背景
44,7,小論文作成Ⅰ
44,8,宇宙観の変更とその影響
44,9,原子論的物質観の提唱と発展
44,10,化学反応の研究と近代原子論の確立
44,11,原子構造の発見と周期律の理解
44,12,物質構造論の現状
44,13,物質と自然界の統一的理解に向けて
44,14,小論文作成Ⅱ
45,1,研究テーマの設定と文献検索に関するガイダンス
45,2,研究テーマの決定・グループ分け
45,3,調査の経過発表と議論１
45,4,調査の経過発表と議論２
45,5,調査の経過発表と議論３
45,6,調査の経過発表と議論４
45,7,中間発表（前半）
45,8,中間発表（後半）
45,9,調査の経過発表と議論５
45,10,調査の経過発表と議論６
45,11,調査の経過発表と議論７
45,12,調査の経過発表と議論８
45,13,最終発表（前半）
45,14,最終発表（後半）
46,1,イントロダクション
46,2,ジェンダー論への誘い
46,3,フェミニズム科学ってなんだ
46,4,私たちの身近なところにある性暴力
46,5,男性であることもしんどいー男性学入門
46,6,イクメン、イクボス、男の子育て。このうさんくささ
46,7,少子化なのになぜ待機児童問題？
46,8,近世までの買売春と性規範
46,9,からゆきさんを通してみる近代日本
46,10,石牟礼道子にみる近代批判
46,11,セックスワーカーの現状と課題
46,12,女性たちの住民運動
46,13,ヘイトスピーチ・レイシズムを考える
46,14,総括討論
47,1,Introduction to the Course
47,2,The Meanings of Work
47,3,"Work in the Context of Postwar Japan, Part I"
47,4,"Work in the Context of Postwar Japan, Part II"
47,5,Qualitative Research &amp; Life Story Narratives
47,6,Fieldwork Project #1
47,7,How to Analyze and Interpret Your Field Data
